table,column,dtype,example
cobinding_noise_per_dataset.csv,n_neg,int,1043
cobinding_noise_per_dataset.csv,frac_in_target_peak,float,0.0028763183125599234
cobinding_noise_per_dataset.csv,deficit,float,0.0344045910783574
cobinding_noise_per_dataset.csv,gain_neg2,float,0.0508508074190443
cobinding_noise_per_dataset.csv,gain_gc,float,0.0164462163406869
cobinding_noise_per_dataset.csv,comp_neg2,float,0.7559330385007478
common_positives.csv,check,string,datasets
common_positives.csv,value,float,94.0
common_positives.csv,ci_low,float,94.0
common_positives.csv,ci_high,float,94.0
common_positives.csv,n,int,94
common_positives.csv,note,empty,
common_positives_per_dataset.csv,dataset,string,AATF:K562
common_positives_per_dataset.csv,protein,string,AATF
common_positives_per_dataset.csv,cell,string,K562
common_positives_per_dataset.csv,n_shared_positives,int,1043
common_positives_per_dataset.csv,gain_gc,float,0.016446216340686992
common_positives_per_dataset.csv,comp_gc,float,0.843218130457444
common_positives_per_dataset.csv,gain_full_gc,float,0.016446216340686992
common_positives_per_dataset.csv,comp_full_gc,float,0.843218130457444
common_positives_per_dataset.csv,n_gc,int,2086
common_positives_per_dataset.csv,n_full_gc,int,2086
common_positives_per_dataset.csv,gain_dn,float,0.05182336886828964
common_positives_per_dataset.csv,comp_dn,float,0.6319682235310231
common_positives_per_dataset.csv,gain_full_dn,float,0.048051406815733166
common_positives_per_dataset.csv,comp_full_dn,float,0.6362526218143513
common_positives_per_dataset.csv,n_dn,int,2086
common_positives_per_dataset.csv,n_full_dn,int,2162
cost_of_matching.csv,dataset,string,AATF:K562
cost_of_matching.csv,protein,string,AATF
cost_of_matching.csv,cell,string,K562
cost_of_matching.csv,pairs,int,1043
cost_of_matching.csv,auroc_gc,float,0.8514472137217574
cost_of_matching.csv,auroc_dn,float,0.6765842775858514
cost_of_matching.csv,cost,float,-0.17486293613590598
cost_of_matching.csv,composition_auroc_gc,float,0.843218130457444
cost_of_matching.csv,composition_auroc_dn,float,0.6370929716120938
cost_of_matching.csv,delta_auroc_gc,float,0.0164462163406869
cost_of_matching.csv,delta_auroc_dn,float,0.0473043341340333
cost_of_matching.csv,delta_p_gc,float,5.7781403660421855e-06
cost_of_matching.csv,delta_p_dn,float,4.275278147082031e-09
cost_of_matching.csv,helps_gc,string,True
cost_of_matching.csv,helps_dn,string,True
cross_fitting.csv,check,string,datasets
cross_fitting.csv,value,float,94.0
cross_fitting.csv,ci_low,float,94.0
cross_fitting.csv,ci_high,float,94.0
cross_fitting.csv,n,int,94
cross_fitting.csv,note,empty,
cross_fitting_per_dataset.csv,dataset,string,AATF:K562
cross_fitting_per_dataset.csv,protein,string,AATF
cross_fitting_per_dataset.csv,cell,string,K562
cross_fitting_per_dataset.csv,comp_gc,float,0.843218130457444
cross_fitting_per_dataset.csv,n_gc,int,2086
cross_fitting_per_dataset.csv,comp_wf_gc,float,0.8431501063107103
cross_fitting_per_dataset.csv,k4_pub_gc,float,0.01644621634068688
cross_fitting_per_dataset.csv,k4_cf_gc,float,0.018168881894454203
cross_fitting_per_dataset.csv,k4_cfwf_gc,float,0.018190024534655125
cross_fitting_per_dataset.csv,k2_pub_gc,float,0.009766061282402316
cross_fitting_per_dataset.csv,k2_cf_gc,float,-6.986263718578023e-05
cross_fitting_per_dataset.csv,k2_cfwf_gc,float,4.871999698496943e-05
cross_fitting_per_dataset.csv,comp_dn,float,0.6362526218143512
cross_fitting_per_dataset.csv,n_dn,int,2162
cross_fitting_per_dataset.csv,comp_wf_dn,float,0.6362817174285296
cross_fitting_per_dataset.csv,k4_pub_dn,float,0.048077079416478874
cross_fitting_per_dataset.csv,k4_cf_dn,float,0.04979115339293372
cross_fitting_per_dataset.csv,k4_cfwf_dn,float,0.04972697189106945
cross_fitting_per_dataset.csv,k2_pub_dn,float,0.02590793291920579
cross_fitting_per_dataset.csv,k2_cf_dn,float,-0.00457656895960068
cross_fitting_per_dataset.csv,k2_cfwf_dn,float,-0.004666423062210656
cross_fitting_per_dataset.csv,comp_neg2,float,0.7559330385007479
cross_fitting_per_dataset.csv,n_neg2,int,2086
cross_fitting_per_dataset.csv,comp_wf_neg2,float,0.7559192498223559
cross_fitting_per_dataset.csv,k4_pub_neg2,float,0.05085080741904435
cross_fitting_per_dataset.csv,k4_cf_neg2,float,0.05481643132456793
cross_fitting_per_dataset.csv,k4_cfwf_neg2,float,0.0548798592451708
cross_fitting_per_dataset.csv,k2_pub_neg2,float,0.025753574255250378
cross_fitting_per_dataset.csv,k2_cf_neg2,float,-0.0004936346864318208
cross_fitting_per_dataset.csv,k2_cfwf_neg2,float,-0.0005111003457282104
deep_contrast.csv,check,string,kmer/nested_gc
deep_contrast.csv,model,string,kmer
deep_contrast.csv,quantity,string,nested_gc
deep_contrast.csv,value,float,0.026513098340627504
deep_contrast.csv,ci_low,float,0.02100491022418688
deep_contrast.csv,ci_high,float,0.03243348789858112
deep_contrast.csv,n,int,94
deep_contrast_per_dataset.csv,dataset,string,AATF:K562
deep_contrast_per_dataset.csv,protein,string,AATF
deep_contrast_per_dataset.csv,cell,string,K562
deep_contrast_per_dataset.csv,coverage_gc,float,1.0
deep_contrast_per_dataset.csv,cnn_raw_gc,float,0.8338399906604685
deep_contrast_per_dataset.csv,cnn_nrows_gc,int,2086
deep_contrast_per_dataset.csv,splicebert_raw_gc,float,0.8722708758292742
deep_contrast_per_dataset.csv,splicebert_nrows_gc,int,2086
deep_contrast_per_dataset.csv,comp_gc,float,0.843218130457444
deep_contrast_per_dataset.csv,kmer_full_gc,float,0.859664346798131
deep_contrast_per_dataset.csv,kmer_gain_gc,float,0.016446216340686992
deep_contrast_per_dataset.csv,kmer_se_gc,float,0.0036270291454694333
deep_contrast_per_dataset.csv,cnn_full_gc,float,0.8495793074222617
deep_contrast_per_dataset.csv,cnn_gain_gc,float,0.00636117696481775
deep_contrast_per_dataset.csv,cnn_se_gc,float,0.0027187594499753767
deep_contrast_per_dataset.csv,splicebert_full_gc,float,0.8700499793629446
deep_contrast_per_dataset.csv,splicebert_gain_gc,float,0.02683184890550061
deep_contrast_per_dataset.csv,splicebert_se_gc,float,0.004623971136343535
deep_contrast_per_dataset.csv,n_gc,int,2086
deep_contrast_per_dataset.csv,coverage_dn,float,1.0
deep_contrast_per_dataset.csv,cnn_raw_dn,float,0.6254256303265298
deep_contrast_per_dataset.csv,cnn_nrows_dn,int,2162
deep_contrast_per_dataset.csv,splicebert_raw_dn,float,0.7553366918800132
deep_contrast_per_dataset.csv,splicebert_nrows_dn,int,2162
deep_contrast_per_dataset.csv,comp_dn,float,0.6362526218143513
deep_contrast_per_dataset.csv,kmer_full_dn,float,0.6843297012308299
deep_contrast_per_dataset.csv,kmer_gain_dn,float,0.04807707941647865
deep_contrast_per_dataset.csv,kmer_se_dn,float,0.008089861960458591
deep_contrast_per_dataset.csv,cnn_full_dn,float,0.6217861112941473
deep_contrast_per_dataset.csv,cnn_gain_dn,float,-0.014466510520203979
deep_contrast_per_dataset.csv,cnn_se_dn,float,0.00572062343513345
deep_contrast_per_dataset.csv,splicebert_full_dn,float,0.7375892229845082
deep_contrast_per_dataset.csv,splicebert_gain_dn,float,0.10133660117015697
deep_contrast_per_dataset.csv,splicebert_se_dn,float,0.01075481843764347
deep_contrast_per_dataset.csv,n_dn,int,2162
deep_contrast_per_dataset.csv,coverage_neg2,float,1.0
deep_contrast_per_dataset.csv,cnn_raw_neg2,float,0.7642402576092822
deep_contrast_per_dataset.csv,cnn_nrows_neg2,int,2086
deep_contrast_per_dataset.csv,splicebert_raw_neg2,float,0.8526376362895953
deep_contrast_per_dataset.csv,splicebert_nrows_neg2,int,2086
deep_contrast_per_dataset.csv,comp_neg2,float,0.7559330385007478
deep_contrast_per_dataset.csv,kmer_full_neg2,float,0.8067838459197921
deep_contrast_per_dataset.csv,kmer_gain_neg2,float,0.05085080741904435
deep_contrast_per_dataset.csv,kmer_se_neg2,float,0.006495695004810252
deep_contrast_per_dataset.csv,cnn_full_neg2,float,0.7626536403489822
deep_contrast_per_dataset.csv,cnn_gain_neg2,float,0.00672060184823442
deep_contrast_per_dataset.csv,cnn_se_neg2,float,0.0033571791612427002
deep_contrast_per_dataset.csv,splicebert_full_neg2,float,0.8466450766604556
deep_contrast_per_dataset.csv,splicebert_gain_neg2,float,0.09071203815970785
deep_contrast_per_dataset.csv,splicebert_se_neg2,float,0.007951748283057808
deep_contrast_per_dataset.csv,n_neg2,int,2086
design_effect.csv,check,string,ratio_clustering_10kb
design_effect.csv,value,float,1.1004839308678602
design_effect.csv,n,int,94
design_effect.csv,note,string,"mean 1.170, p90 1.265"
design_effect_per_dataset.csv,dataset,string,AATF:K562
design_effect_per_dataset.csv,n,int,2086
design_effect_per_dataset.csv,se_delong,float,0.0036270291740789773
design_effect_per_dataset.csv,ratio_clustering_10kb,float,1.3084987425771686
design_effect_per_dataset.csv,ratio_clustering_100kb,float,1.2742799486890544
design_effect_per_dataset.csv,ratio_clustering_1000kb,float,1.2707741866516844
design_effect_per_dataset.csv,ratio_fitting,float,0.9434014286121871
device_portability.csv,check,string,folds compared across devices
device_portability.csv,value,float,5.0
device_portability.csv,n,int,5
device_portability.csv,note,empty,
device_portability_per_fold.csv,fold,int,0
device_portability_per_fold.csv,n,int,5018
device_portability_per_fold.csv,same_rows,string,True
device_portability_per_fold.csv,same_labels,string,True
device_portability_per_fold.csv,same_folds,string,True
device_portability_per_fold.csv,pearson,float,0.994965487676968
device_portability_per_fold.csv,spearman,float,0.9940464720441373
device_portability_per_fold.csv,auroc_gpu,float,0.9606937543774259
device_portability_per_fold.csv,auroc_cpu,float,0.9613723000545981
device_portability_per_fold.csv,test_auroc_gpu,float,0.96069
device_portability_per_fold.csv,test_auroc_cpu,float,0.96137
device_portability_per_fold.csv,seconds_gpu,float,134.1
device_portability_per_fold.csv,seconds_cpu,float,251.8
device_portability_per_fold.csv,device_gpu,string,cuda
device_portability_per_fold.csv,device_cpu,string,cpu
donor_overlap.csv,dataset,string,AATF:K562
donor_overlap.csv,donor,string,LSM11:K562
donor_overlap.csv,n_pathogenic,int,15
donor_overlap.csv,shared_frac,float,0.1111111111111111
donor_overlap.csv,jaccard,float,0.05454545454545454
donor_overlap.csv,auroc_matched,float,0.541880341880342
donor_overlap.csv,auroc_floor,float,0.4222222222222222
donor_overlap_strata.csv,stratum,string,correlation of floor with donor overlap
donor_overlap_strata.csv,n,int,44
donor_overlap_strata.csv,matched,empty,
donor_overlap_strata.csv,floor,empty,
donor_overlap_strata.csv,gap,float,0.29857475834681757
donor_overlap_strata.csv,wins,empty,
donor_overlap_strata.csv,p,float,0.04899133742085018
donor_tasks.tsv,task_idx,int,0
donor_tasks.tsv,target_idx,int,0
donor_tasks.tsv,target,string,AATF:K562
donor_tasks.tsv,donor_idx,int,53
donor_tasks.tsv,donor,string,MTPAP:K562
donor_tasks.tsv,target_pairs,int,1081
donor_tasks.tsv,donor_pairs,int,1083
donor_tasks.tsv,target_qual,float,0.7553366918800132
donor_tasks.tsv,donor_qual,float,0.7689529870260527
donor_tasks.tsv,jaccard,float,0.0
estimands.csv,check,string,"auroc_gain, dn arm, kmer"
estimands.csv,value,float,0.06626403675115056
estimands.csv,n,int,94
estimands.csv,note,empty,
estimands_per_dataset.csv,dataset,string,AATF:K562
estimands_per_dataset.csv,arm,string,gc
estimands_per_dataset.csv,model,string,kmer
estimands_per_dataset.csv,n,int,2086
estimands_per_dataset.csv,auroc_gain,float,0.01644621634068688
estimands_per_dataset.csv,delta_deviance,float,92.3868152861262
estimands_per_dataset.csv,mcfadden_gain,float,0.03194774694554625
estimands_per_dataset.csv,ap_gain,float,0.015247839787229767
estimands_per_dataset.csv,idi,float,0.03985301967540633
estimands_per_dataset.csv,residual_auroc,float,0.5967298770325662
estimator_floor.csv,check,string,datasets
estimator_floor.csv,value,float,94.0
estimator_floor.csv,n,int,94
estimator_floor.csv,ci_low,empty,
estimator_floor.csv,ci_high,empty,
estimator_floor.csv,note,empty,
estimator_floor_per_dataset.csv,dataset,string,AATF:K562
estimator_floor_per_dataset.csv,protein,string,AATF
estimator_floor_per_dataset.csv,cell,string,K562
estimator_floor_per_dataset.csv,floor_gc,float,0.009766061282402316
estimator_floor_per_dataset.csv,comp_gc,float,0.843218130457444
estimator_floor_per_dataset.csv,n_gc,int,2086
estimator_floor_per_dataset.csv,floor_dn,float,0.02590793291920579
estimator_floor_per_dataset.csv,comp_dn,float,0.6362526218143513
estimator_floor_per_dataset.csv,n_dn,int,2162
estimator_floor_per_dataset.csv,floor_neg2,float,0.02575357425525049
estimator_floor_per_dataset.csv,comp_neg2,float,0.7559330385007478
estimator_floor_per_dataset.csv,n_neg2,int,2086
expression_control.csv,check,string,"negatives in an untranscribed locus, GC "
expression_control.csv,value,float,0.4009929655005844
expression_control.csv,ci_low,empty,
expression_control.csv,ci_high,empty,
expression_control.csv,n,int,84
expression_control.csv,note,string,no gene above 1 TPM on EITHER strand: ex
expression_control_per_dataset.csv,dataset,string,AATF:K562
expression_control_per_dataset.csv,protein,string,AATF
expression_control_per_dataset.csv,cell,string,K562
expression_control_per_dataset.csv,design,string,expressed_negative_tpm1_sense
expression_control_per_dataset.csv,repro_comp_gc,float,0.0
expression_control_per_dataset.csv,repro_with_gc,float,0.0
expression_control_per_dataset.csv,n_pairs_gc,int,1043
expression_control_per_dataset.csv,n_expressed_gc,int,332
expression_control_per_dataset.csv,frac_unexpressed_gc,float,0.6816874400767019
expression_control_per_dataset.csv,frac_unexpressed_any_gc,float,0.423777564717162
expression_control_per_dataset.csv,full_gc,float,0.0164462163406869
expression_control_per_dataset.csv,comp_gc,float,0.843218130457444
expression_control_per_dataset.csv,expr_gc,float,0.0211115546523443
expression_control_per_dataset.csv,smd_gc_gc,float,0.148287783862262
expression_control_per_dataset.csv,frac_intron_kept_gc,float,0.3825301204819277
expression_control_per_dataset.csv,frac_intron_drop_gc,float,0.4092827004219409
expression_control_per_dataset.csv,frac_cds_kept_gc,float,0.0150602409638554
expression_control_per_dataset.csv,frac_cds_drop_gc,float,0.0239099859353023
expression_control_per_dataset.csv,frac_utr3_kept_gc,float,0.0692771084337349
expression_control_per_dataset.csv,frac_utr3_drop_gc,float,0.0365682137834036
expression_control_per_dataset.csv,placebo_gc,float,0.0047240165481201
expression_control_per_dataset.csv,placebo_sd_gc,float,0.0050051593971297
expression_control_per_dataset.csv,placebo_strat_gc,float,0.0081375199593555
expression_control_per_dataset.csv,placebo_strat_sd_gc,float,0.0068829973663217
expression_control_per_dataset.csv,strat_deficit_gc,float,0.0
expression_control_per_dataset.csv,repro_comp_dn,float,0.0008403497977425
expression_control_per_dataset.csv,repro_with_dn,float,6.760451529719269e-05
expression_control_per_dataset.csv,n_pairs_dn,int,1081
expression_control_per_dataset.csv,n_expressed_dn,int,432
expression_control_per_dataset.csv,frac_unexpressed_dn,float,0.6003700277520814
expression_control_per_dataset.csv,frac_unexpressed_any_dn,float,0.396854764107308
expression_control_per_dataset.csv,full_dn,float,0.0480770794164786
expression_control_per_dataset.csv,comp_dn,float,0.6362526218143513
expression_control_per_dataset.csv,expr_dn,float,0.0223872599451303
expression_control_per_dataset.csv,smd_gc_dn,float,0.155561957065805
expression_control_per_dataset.csv,frac_intron_kept_dn,float,0.4097222222222222
expression_control_per_dataset.csv,frac_intron_drop_dn,float,0.4268104776579353
expression_control_per_dataset.csv,frac_cds_kept_dn,float,0.0162037037037037
expression_control_per_dataset.csv,frac_cds_drop_dn,float,0.0231124807395993
expression_control_per_dataset.csv,frac_utr3_kept_dn,float,0.0555555555555555
expression_control_per_dataset.csv,frac_utr3_drop_dn,float,0.0385208012326656
expression_control_per_dataset.csv,placebo_dn,float,0.0270688657407407
expression_control_per_dataset.csv,placebo_sd_dn,float,0.0183369429792741
expression_control_per_dataset.csv,placebo_strat_dn,float,0.0259888867455418
expression_control_per_dataset.csv,placebo_strat_sd_dn,float,0.0133328555967516
expression_control_per_dataset.csv,strat_deficit_dn,float,0.0
expression_control_per_dataset.csv,c_full,float,0.0316308630757917
expression_control_per_dataset.csv,c_expr,float,0.0012757052927859988
expression_control_per_dataset.csv,c_placebo,float,0.0223448491926206
expression_control_per_dataset.csv,c_placebo_strat,float,0.0178513667861863
expression_control_per_dataset.csv,excess,float,-0.0210691438998346
expression_control_per_dataset.csv,excess_strat,float,-0.0165756614934003
expression_control_per_dataset.csv,locus_mix,float,-0.0044934824064342994
expression_control_per_dataset.csv,corrected,float,0.0150552015823914
fold_integrity.csv,check,string,"score sets audited, gc arm"
fold_integrity.csv,value,float,188.0
fold_integrity.csv,n,int,94
fold_integrity.csv,note,empty,
fold_integrity_per_dataset.csv,dataset,string,AATF:K562
fold_integrity_per_dataset.csv,protein,string,AATF
fold_integrity_per_dataset.csv,cell,string,K562
fold_integrity_per_dataset.csv,arm,string,gc
fold_integrity_per_dataset.csv,model,string,cnn
fold_integrity_per_dataset.csv,n,int,2086
fold_integrity_per_dataset.csv,fold_agreement,float,1.0
fold_integrity_per_dataset.csv,max_chroms_per_score_fold,int,5
fold_integrity_per_dataset.csv,max_chroms_per_table_fold,int,5
fold_integrity_per_dataset.csv,cross_fold_neighbours_score,float,0.0
fold_integrity_per_dataset.csv,cross_fold_neighbours_table,float,0.0
gene_clustered_cv.csv,check,string,gene groups spanning a frozen fold bound
gene_clustered_cv.csv,value,float,22.0
gene_clustered_cv.csv,n,int,94
gene_clustered_cv.csv,ci_low,empty,
gene_clustered_cv.csv,ci_high,empty,
gene_clustered_cv.csv,note,empty,
gene_clustered_cv_per_dataset.csv,dataset,string,AATF:K562
gene_clustered_cv_per_dataset.csv,protein,string,AATF
gene_clustered_cv_per_dataset.csv,cell,string,K562
gene_clustered_cv_per_dataset.csv,genes_spanning_folds_gc,int,0
gene_clustered_cv_per_dataset.csv,windows_in_spanning_groups_gc,int,0
gene_clustered_cv_per_dataset.csv,n_genes_gc,int,1421
gene_clustered_cv_per_dataset.csv,fold_mass_cv_gc,float,0.0009587727708533078
gene_clustered_cv_per_dataset.csv,chroms_split_gc,int,23
gene_clustered_cv_per_dataset.csv,comp_frozen_gc,float,0.843218130457444
gene_clustered_cv_per_dataset.csv,gain_frozen_gc,float,0.016446216340686992
gene_clustered_cv_per_dataset.csv,comp_gene_gc,float,0.8424900882383493
gene_clustered_cv_per_dataset.csv,gain_gene_gc,float,0.0211334477487225
gene_clustered_cv_per_dataset.csv,genes_spanning_folds_dn,int,0
gene_clustered_cv_per_dataset.csv,windows_in_spanning_groups_dn,int,0
gene_clustered_cv_per_dataset.csv,n_genes_dn,int,1472
gene_clustered_cv_per_dataset.csv,fold_mass_cv_dn,float,0.0011329739790856515
gene_clustered_cv_per_dataset.csv,chroms_split_dn,int,23
gene_clustered_cv_per_dataset.csv,comp_frozen_dn,float,0.6362526218143513
gene_clustered_cv_per_dataset.csv,gain_frozen_dn,float,0.04807707941647865
gene_clustered_cv_per_dataset.csv,comp_gene_dn,float,0.623689306762762
gene_clustered_cv_per_dataset.csv,gain_gene_dn,float,0.04939836260152464
gene_clustered_cv_per_dataset.csv,published_gain_gc,float,0.0164462163406869
gene_clustered_cv_per_dataset.csv,published_gain_dn,float,0.0480770794164786
homology_folds.csv,check,string,datasets
homology_folds.csv,value,float,94.0
homology_folds.csv,ci_low,float,94.0
homology_folds.csv,ci_high,float,94.0
homology_folds.csv,n,int,94
homology_folds.csv,note,empty,
homology_folds_per_dataset.csv,dataset,string,AATF:K562
homology_folds_per_dataset.csv,protein,string,AATF
homology_folds_per_dataset.csv,cell,string,K562
homology_folds_per_dataset.csv,gain_gc,float,0.016446216340686992
homology_folds_per_dataset.csv,gain_filtered_gc,float,0.01562777366863899
homology_folds_per_dataset.csv,dropped_gc,float,0.0028763183125599667
homology_folds_per_dataset.csv,gain_nosharing_gc,float,0.01276527550537554
homology_folds_per_dataset.csv,dropped0_gc,float,0.0786193672099712
homology_folds_per_dataset.csv,leak_any_max,float,0.04861111111111111
homology_folds_per_dataset.csv,leak_any_mean,float,0.03703538330186713
homology_folds_per_dataset.csv,leak_gt50_max,float,0.005263157894736842
homology_folds_per_dataset.csv,leak_any_fold0,float,0.026748971193415638
homology_folds_per_dataset.csv,gain_dn,float,0.04807707941647865
homology_folds_per_dataset.csv,gain_filtered_dn,float,0.047050815603691176
homology_folds_per_dataset.csv,dropped_dn,float,0.0027752081406104967
homology_folds_per_dataset.csv,gain_nosharing_dn,float,0.03925645404816702
homology_folds_per_dataset.csv,dropped0_dn,float,0.07030527289546717
homology_folds_per_dataset.csv,collapse_groups,int,6
homology_folds_per_dataset.csv,collapse_largest,float,0.8908418131359852
homology_folds_per_dataset.csv,gain_neg2,float,0.05085080741904435
homology_folds_per_dataset.csv,gain_filtered_neg2,float,0.050063794378698345
homology_folds_per_dataset.csv,dropped_neg2,float,0.0028763183125599667
homology_folds_per_dataset.csv,gain_nosharing_neg2,float,0.04674346632388582
homology_folds_per_dataset.csv,dropped0_neg2,float,0.04026845637583898
horlacher_arm.csv,check,string,"composition alone, negative-1"
horlacher_arm.csv,value,float,0.8210639879941536
horlacher_arm.csv,ci_low,float,0.8023133362910274
horlacher_arm.csv,ci_high,float,0.8404212355234374
horlacher_arm.csv,n,int,45
horlacher_arm.csv,note,empty,
horlacher_per_dataset.csv,dataset,string,LARP4:K562
horlacher_per_dataset.csv,protein,string,LARP4
horlacher_per_dataset.csv,cell,string,K562
horlacher_per_dataset.csv,comp_n1,float,0.7575384452883923
horlacher_per_dataset.csv,full_n1,float,0.8039179221205258
horlacher_per_dataset.csv,gain_n1,float,0.046379476832133504
horlacher_per_dataset.csv,n_n1,int,19935
